Platform,Year,Genre,Publisher,Global_Sales,Is_hit
PC,2011.0,Action,Astragon,0.04,0
PS3,2011.0,Misc,O-Games,0.04,0
PS,1998.0,Fighting,SNK Playmore,0.04,0
3DS,2015.0,Action,Namco Bandai Games,0.04,0
X360,2006.0,Fighting,Ubisoft,0.04,0
PSP,2012.0,Role-Playing,Compile Heart,0.04,0
DS,2006.0,Action,MTO,0.04,0
PSP,2011.0,Adventure,5pb,0.04,0
PSP,2009.0,Adventure,Spike,0.04,0
PS2,2006.0,Adventure,Konami Digital Entertainment,0.04,0
PSP,2009.0,Misc,Aqua Plus,0.04,0
PC,2016.0,Adventure,Square Enix,0.04,0
PC,2007.0,Racing,Electronic Arts,0.04,0
DS,2008.0,Action,Takara Tomy,0.04,0
PS3,2012.0,Platform,D3Publisher,0.04,0
PC,2015.0,Sports,Konami Digital Entertainment,0.04,0
DS,2008.0,Adventure,Spike,0.04,0
PS2,2001.0,Simulation,Enterbrain,0.04,0
PSV,2012.0,Role-Playing,Level 5,0.04,0
PS,1998.0,Action,Infogrames,0.04,0
XB,2004.0,Sports,Crave Entertainment,0.04,0
GBA,2002.0,Misc,Ubisoft,0.04,0
PS2,2004.0,Adventure,Sega,0.04,0
Wii,2010.0,Platform,Flashpoint Games,0.04,0
PS2,2005.0,Action,Vivendi Games,0.04,0
PS2,2008.0,Adventure,Idea Factory,0.04,0
X360,2009.0,Sports,49Games,0.04,0
XB,2003.0,Racing,Acclaim Entertainment,0.04,0
PSP,2008.0,Fighting,Marvelous Interactive,0.04,0
PS2,2006.0,Fighting,Namco Bandai Games,0.04,0
PSP,2010.0,Adventure,Alchemist,0.04,0
3DS,2011.0,Sports,DTP Entertainment,0.04,0
DS,2009.0,Action,Takara Tomy,0.04,0
PSP,2006.0,Misc,Konami Digital Entertainment,0.04,0
Wii,2011.0,Platform,Unknown,0.04,0
XB,2005.0,Sports,Global Star,0.04,0
Wii,2009.0,Sports,Reef Entertainment,0.04,0
PS3,2013.0,Simulation,Namco Bandai Games,0.04,0
Wii,2006.0,Action,THQ,0.04,0
Wii,2008.0,Action,Tecmo Koei,0.04,0
GBA,2001.0,Action,TDK Mediactive,0.04,0
Wii,2008.0,Shooter,Popcorn Arcade,0.04,0
DS,2011.0,Action,ChunSoft,0.04,0
DS,2008.0,Adventure,Legacy Interactive,0.04,0
PC,2008.0,Action,LucasArts,0.04,0
3DS,2016.0,Misc,FuRyu,0.04,0
DS,2006.0,Adventure,Marvelous Interactive,0.04,0
3DS,2014.0,Action,FuRyu,0.04,0
DS,2009.0,Puzzle,Oxygen Interactive,0.04,0
GBA,2002.0,Action,Activision,0.04,0
XB,2006.0,Racing,Electronic Arts,0.04,0
PSV,2016.0,Action,Nippon Ichi Software,0.04,0
PS,2000.0,Simulation,Konami Digital Entertainment,0.04,0
PS2,2001.0,Action,Midas Interactive Entertainment,0.04,0
DS,2010.0,Action,JoWood Productions,0.04,0
Wii,2007.0,Shooter,Starfish,0.04,0
PS3,2013.0,Fighting,Namco Bandai Games,0.04,0
XB,2004.0,Platform,Global Star,0.04,0
X360,2010.0,Shooter,Majesco Entertainment,0.04,0
PS2,2009.0,Simulation,Konami Digital Entertainment,0.04,0
PS2,2002.0,Sports,Electronic Arts,0.04,0
DS,2009.0,Simulation,505 Games,0.04,0
PS,2001.0,Sports,3DO,0.04,0
PS4,2016.0,Misc,Aqua Plus,0.04,0
PSP,2004.0,Puzzle,Ignition Entertainment,0.04,0
PC,2006.0,Simulation,Electronic Arts,0.04,0
3DS,2011.0,Misc,Nintendo,0.04,0
XB,2003.0,Fighting,Hudson Soft,0.04,0
DS,2007.0,Puzzle,Ubisoft,0.04,0
PS3,2016.0,Action,Namco Bandai Games,0.04,0
XB,2002.0,Sports,Microids,0.04,0
PC,2002.0,Simulation,Electronic Arts,0.04,0
PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.04,0
PSV,2014.0,Adventure,Kadokawa Games,0.04,0
DS,2011.0,Shooter,Deep Silver,0.04,0
GC,2003.0,Sports,Midway Games,0.04,0
PSP,2007.0,Action,Conspiracy Entertainment,0.04,0
DS,2005.0,Misc,Sega,0.04,0
DS,2007.0,Role-Playing,Gust,0.04,0
PC,2001.0,Strategy,Electronic Arts,0.04,0
PC,2011.0,Adventure,Ubisoft,0.04,0
Wii,2012.0,Action,Funbox Media,0.04,0
PC,2009.0,Strategy,THQ,0.04,0
Wii,2008.0,Platform,Popcorn Arcade,0.04,0
Wii,2010.0,Misc,Black Bean Games,0.04,0
PSP,2005.0,Role-Playing,Capcom,0.04,0
XB,2006.0,Sports,Take-Two Interactive,0.04,0
PC,2008.0,Action,Capcom,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
DS,2006.0,Misc,Nintendo,0.04,0
DS,2009.0,Simulation,505 Games,0.04,0
DS,2011.0,Puzzle,Unknown,0.04,0
Wii,2010.0,Adventure,Focus Home Interactive,0.04,0
XB,2005.0,Shooter,SNK Playmore,0.04,0
PSP,2012.0,Action,Namco Bandai Games,0.04,0
Wii,2007.0,Fighting,505 Games,0.04,0
PS4,2016.0,Action,Square Enix,0.04,0
PSP,2006.0,Misc,Take-Two Interactive,0.04,0
PS3,2015.0,Fighting,Namco Bandai Games,0.04,0
XOne,2016.0,Action,Telltale Games,0.04,0
GC,2004.0,Fighting,Atari,0.04,0
3DS,2013.0,Action,Namco Bandai Games,0.04,0
3DS,2015.0,Action,Ubisoft,0.04,0
DS,2007.0,Simulation,Rocket Company,0.04,0
PSP,2011.0,Role-Playing,Nippon Ichi Software,0.04,0
PSP,2006.0,Racing,Namco Bandai Games,0.04,0
PSP,2009.0,Action,Spike,0.04,0
PC,2006.0,Strategy,Ubisoft,0.04,0
DS,2008.0,Role-Playing,Graffiti,0.04,0
DS,2008.0,Misc,Namco Bandai Games,0.04,0
PSP,2008.0,Action,Konami Digital Entertainment,0.04,0
PC,2011.0,Sports,Sega,0.04,0
Wii,2008.0,Puzzle,Avanquest,0.04,0
PC,2009.0,Strategy,Alawar Entertainment,0.04,0
PC,2006.4055613528942,Racing,Codemasters,0.04,0
PSP,2010.0,Adventure,Prototype,0.04,0
PS2,2000.0,Misc,Tecmo Koei,0.04,0
PS3,2008.0,Racing,System 3 Arcade Software,0.04,0
PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0
PS2,2007.0,Sports,Konami Digital Entertainment,0.04,0
PC,2012.0,Sports,Take-Two Interactive,0.04,0
SNES,1996.0,Role-Playing,Enix Corporation,0.04,0
DS,2008.0,Racing,System 3 Arcade Software,0.04,0
Wii,2006.4055613528942,Puzzle,Funsta,0.04,0
PS4,2015.0,Fighting,Marvelous Interactive,0.04,0
PC,2005.0,Strategy,Eidos Interactive,0.04,0
DS,2006.0,Action,DSI Games,0.04,0
DS,2008.0,Simulation,Konami Digital Entertainment,0.04,0
PSP,2010.0,Adventure,Kadokawa Shoten,0.04,0
X360,2011.0,Adventure,Telltale Games,0.04,0
PC,2009.0,Misc,Sega,0.04,0
3DS,2012.0,Misc,Ubisoft,0.04,0
PS2,2005.0,Sports,responDESIGN,0.04,0
PSP,2011.0,Adventure,5pb,0.04,0
PC,2013.0,Shooter,Capcom,0.04,0
DS,2010.0,Simulation,THQ,0.04,0
PSP,2007.0,Racing,Black Bean Games,0.04,0
XB,2004.0,Simulation,Global Star,0.04,0
PS2,2008.0,Adventure,CyberFront,0.04,0
DS,2010.0,Role-Playing,Namco Bandai Games,0.04,0
PC,2003.0,Strategy,Microsoft Game Studios,0.04,0
X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0
PS2,2001.0,Shooter,3DO,0.04,0
PS,1998.0,Sports,Konami Digital Entertainment,0.04,0
DS,2007.0,Sports,Genki,0.04,0
GBA,2004.0,Action,Electronic Arts,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
PSP,2006.0,Misc,Tecmo Koei,0.04,0
DS,2009.0,Puzzle,Namco Bandai Games,0.04,0
XB,2005.0,Fighting,Capcom,0.04,0
PS4,2016.0,Strategy,Take-Two Interactive,0.04,0
PC,2007.0,Strategy,THQ,0.04,0
PS,1995.0,Shooter,Psygnosis,0.04,0
PSP,2012.0,Role-Playing,Spike,0.04,0
X360,2007.0,Puzzle,PopCap Games,0.04,0
PS,1998.0,Sports,GT Interactive,0.04,0
N64,2000.0,Sports,Konami Digital Entertainment,0.04,0
PC,2011.0,Strategy,Unknown,0.04,0
N64,1998.0,Sports,Konami Digital Entertainment,0.04,0
PS3,2010.0,Sports,Tecmo Koei,0.04,0
DS,2010.0,Action,Namco Bandai Games,0.04,0
PSP,2007.0,Shooter,Vivendi Games,0.04,0
PSP,2006.0,Racing,Sega,0.04,0
SAT,1996.0,Adventure,Societa,0.04,0
SAT,1994.0,Sports,Sega,0.04,0
PSV,2012.0,Action,Konami Digital Entertainment,0.04,0
PS2,2005.0,Action,THQ,0.04,0
DS,2009.0,Shooter,Zushi Games,0.04,0
PS3,2011.0,Sports,PQube,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
SNES,1995.0,Role-Playing,Data East,0.04,0
XB,2005.0,Strategy,Take-Two Interactive,0.04,0
PC,2011.0,Racing,1C Company,0.04,0
PSP,2012.0,Action,Idea Factory,0.04,0
GC,2002.0,Sports,Activision,0.04,0
3DS,2011.0,Role-Playing,FuRyu,0.04,0
Wii,2010.0,Racing,Destineer,0.04,0
X360,2011.0,Shooter,Alchemist,0.04,0
DS,2012.0,Action,GameMill Entertainment,0.04,0
X360,2012.0,Sports,Take-Two Interactive,0.04,0
PC,2003.0,Action,Take-Two Interactive,0.04,0
GC,2006.4055613528942,Sports,Unknown,0.04,0
PSP,2009.0,Action,Konami Digital Entertainment,0.04,0
SNES,1995.0,Racing,Banpresto,0.04,0
Wii,2010.0,Sports,Unknown,0.04,0
Wii,2010.0,Misc,Virtual Play Games,0.04,0
N64,1999.0,Strategy,Namco Bandai Games,0.04,0
N64,1999.0,Racing,Ubisoft,0.04,0
N64,1999.0,Strategy,Infogrames,0.04,0
N64,1999.0,Racing,Imagineer,0.04,0
N64,2000.0,Platform,Infogrames,0.04,0
GBA,2003.0,Platform,Atari,0.04,0
N64,1998.0,Fighting,Konami Digital Entertainment,0.04,0
PS2,2003.0,Action,Takara,0.04,0
PSP,2012.0,Action,Ackkstudios,0.04,0
GC,2002.0,Platform,THQ,0.04,0
PSP,2011.0,Role-Playing,Tecmo Koei,0.04,0
DS,2007.0,Puzzle,Disney Interactive Studios,0.04,0
XB,2005.0,Strategy,Codemasters,0.04,0
PC,2012.0,Action,Capcom,0.04,0
PSP,2012.0,Sports,Ackkstudios,0.04,0
X360,2007.0,Action,Tecmo Koei,0.04,0
DS,2005.0,Sports,Majesco Entertainment,0.04,0
PS,1998.0,Shooter,Namco Bandai Games,0.04,0
DS,2010.0,Misc,Ubisoft,0.04,0
PS3,2012.0,Racing,Unknown,0.04,0
PSP,2009.0,Role-Playing,Sony Computer Entertainment,0.04,0
PS4,2014.0,Action,Sony Computer Entertainment,0.04,0
PSP,2013.0,Sports,Sega,0.04,0
PS3,2007.0,Adventure,Sega,0.04,0
DS,2009.0,Puzzle,City Interactive,0.04,0
XOne,2016.0,Fighting,Namco Bandai Games,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
PS2,2008.0,Shooter,Sega,0.04,0
PS2,2002.0,Racing,Empire Interactive,0.04,0
DS,2008.0,Misc,IE Institute,0.04,0
DS,2009.0,Adventure,Namco Bandai Games,0.04,0
PS2,2006.0,Role-Playing,Tecmo Koei,0.04,0
XOne,2014.0,Action,505 Games,0.04,0
3DS,2014.0,Adventure,Happinet,0.04,0
PC,2007.0,Strategy,Vivendi Games,0.04,0
GBA,2002.0,Sports,Ubisoft,0.04,0
DS,2009.0,Simulation,Ubisoft,0.04,0
PS3,2012.0,Role-Playing,Falcom Corporation,0.04,0
PS2,2008.0,Action,Take-Two Interactive,0.04,0
DS,2010.0,Misc,Zoo Games,0.04,0
PS2,2006.0,Adventure,Interchannel,0.04,0
PS4,2014.0,Strategy,Tecmo Koei,0.04,0
PS2,2003.0,Sports,Konami Digital Entertainment,0.04,0
PSP,2009.0,Fighting,Marvelous Interactive,0.04,0
DS,2006.0,Misc,Taito,0.04,0
GBA,2003.0,Platform,Atari,0.04,0
PC,2005.0,Role-Playing,NCSoft,0.04,0
PC,2010.0,Strategy,Kalypso Media,0.04,0
PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0
PS2,2007.0,Fighting,SNK Playmore,0.04,0
DS,2007.0,Misc,Ubisoft,0.04,0
PS3,2016.0,Role-Playing,Square Enix,0.04,0
PS3,2013.0,Adventure,Compile Heart,0.04,0
PC,2010.0,Adventure,Ubisoft,0.04,0
PSP,2011.0,Adventure,Kadokawa Shoten,0.04,0
PS3,2007.0,Sports,Ubisoft,0.04,0
PS3,2009.0,Strategy,Deep Silver,0.04,0
XB,2006.0,Action,Take-Two Interactive,0.04,0
GBA,2004.0,Puzzle,Nintendo,0.04,0
PSP,2009.0,Action,D3Publisher,0.04,0
PSP,2009.0,Shooter,DHM Interactive,0.04,0
PS2,2009.0,Strategy,Flight-Plan,0.04,0
DS,2009.0,Puzzle,Rising Star Games,0.04,0
DS,2007.0,Misc,Namco Bandai Games,0.04,0
PS,1995.0,Simulation,Hect,0.04,0
XB,2004.0,Misc,XS Games,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
DS,2010.0,Adventure,Konami Digital Entertainment,0.04,0
PC,2013.0,Action,Capcom,0.04,0
Wii,2010.0,Fighting,Namco Bandai Games,0.04,0
PS3,2011.0,Action,Sony Computer Entertainment,0.04,0
X360,2011.0,Fighting,5pb,0.04,0
Wii,2010.0,Sports,Unknown,0.04,0
DS,2007.0,Shooter,Ubisoft,0.04,0
PSP,2009.0,Role-Playing,Marvelous Interactive,0.04,0
DS,2008.0,Adventure,Namco Bandai Games,0.04,0
PSP,2008.0,Adventure,Prototype,0.04,0
PS2,2003.0,Fighting,Sega,0.04,0
PS2,2004.0,Action,Sega,0.04,0
DS,2008.0,Adventure,ASCII Media Works,0.04,0
X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0
GBA,2003.0,Racing,Atari,0.04,0
3DS,2012.0,Adventure,Unknown,0.04,0
X360,2009.0,Racing,Electronic Arts,0.04,0
DS,2009.0,Action,Atari,0.04,0
X360,2009.0,Sports,Namco Bandai Games,0.04,0
PS,1997.0,Strategy,Electronic Arts,0.04,0
PC,2014.0,Action,Konami Digital Entertainment,0.04,0
DS,2007.0,Fighting,505 Games,0.04,0
PS,1997.0,Action,Virgin Interactive,0.04,0
GBA,2002.0,Sports,Ubisoft,0.04,0
Wii,2008.0,Shooter,Zoo Games,0.04,0
PS3,2015.0,Action,PQube,0.04,0
PC,2010.0,Role-Playing,Electronic Arts,0.04,0
PS3,2015.0,Action,Tecmo Koei,0.04,0
PC,2005.0,Simulation,Activision,0.04,0
PS3,2009.0,Racing,System 3 Arcade Software,0.04,0
XB,2006.0,Adventure,Empire Interactive,0.04,0
PC,2015.0,Simulation,Electronic Arts,0.04,0
SAT,1995.0,Misc,Sonnet,0.04,0
PSV,2015.0,Action,FuRyu,0.04,0
PC,2011.0,Simulation,Deep Silver,0.04,0
DS,2005.0,Misc,Namco Bandai Games,0.04,0
PSP,2010.0,Adventure,Nippon Ichi Software,0.04,0
GC,2005.0,Fighting,Namco Bandai Games,0.04,0
PS2,2010.0,Misc,Take-Two Interactive,0.04,0
PS2,2008.0,Misc,XS Games,0.04,0
3DS,2016.0,Adventure,Namco Bandai Games,0.04,0
PS,1999.0,Sports,Konami Digital Entertainment,0.04,0
PS2,2004.0,Sports,Global Star,0.04,0
PS2,2006.0,Strategy,Essential Games,0.04,0
PC,2006.0,Action,Vivendi Games,0.04,0
PC,2009.0,Sports,Focus Home Interactive,0.04,0
DS,2006.0,Sports,Electronic Arts,0.04,0
PC,2007.0,Strategy,THQ,0.04,0
GBA,2002.0,Role-Playing,Namco Bandai Games,0.04,0
PS4,2015.0,Role-Playing,Idea Factory International,0.04,0
PS,2001.0,Adventure,Infogrames,0.04,0
PC,2006.0,Simulation,Take-Two Interactive,0.04,0
DS,2009.0,Puzzle,Zushi Games,0.04,0
XOne,2015.0,Adventure,505 Games,0.04,0
PS,1998.0,Strategy,Electronic Arts,0.04,0
PSP,2012.0,Action,Namco Bandai Games,0.04,0
GBA,2001.0,Puzzle,Rage Software,0.04,0
DS,2009.0,Simulation,ArtDink,0.04,0
PSP,2010.0,Role-Playing,Tecmo Koei,0.04,0
PSV,2015.0,Role-Playing,Experience Inc.,0.04,0
XB,2002.0,Racing,Codemasters,0.04,0
PS,1999.0,Puzzle,Atari,0.04,0
3DS,2015.0,Puzzle,Koch Media,0.04,0
PSV,2016.0,Misc,Tecmo Koei,0.04,0
PC,2006.0,Strategy,Vivendi Games,0.04,0
PS2,2006.4055613528942,Racing,Unknown,0.04,0
XOne,2016.0,Action,Insomniac Games,0.04,0
DS,2009.0,Misc,Mindscape,0.04,0
Other_platform,2001.0,Action,Namco Bandai Games,0.04,0
PC,2007.0,Action,Electronic Arts,0.04,0
GC,2006.0,Fighting,Namco Bandai Games,0.04,0
DS,2007.0,Misc,Majesco Entertainment,0.04,0
Wii,2010.0,Sports,Zoo Games,0.04,0
PS2,2005.0,Action,Hip Interactive,0.04,0
X360,2015.0,Action,Little Orbit,0.04,0
Wii,2009.0,Racing,Zoo Games,0.04,0
PS4,2016.0,Sports,Alternative Software,0.04,0
PS2,2008.0,Adventure,5pb,0.04,0
PS3,2009.0,Racing,Black Bean Games,0.04,0
PC,2003.0,Shooter,Microsoft Game Studios,0.04,0
PS4,2016.0,Misc,Sega,0.04,0
PSV,2016.0,Action,D3Publisher,0.04,0
3DS,2015.0,Action,Nintendo,0.04,0
XB,2003.0,Racing,Codemasters,0.04,0
Wii,2009.0,Misc,Ubisoft,0.04,0
DS,2011.0,Misc,Rondomedia,0.04,0
PS,1995.0,Misc,Seta Corporation,0.04,0
PC,2004.0,Racing,SCi,0.04,0
PSP,2005.0,Racing,Sony Computer Entertainment,0.04,0
PSP,2006.0,Puzzle,Namco Bandai Games,0.04,0
PSP,2007.0,Strategy,Rising Star Games,0.04,0
PS,2001.0,Platform,Ubisoft,0.04,0
Wii,2008.0,Adventure,Zoo Digital Publishing,0.04,0
PSP,2006.0,Action,Tecmo Koei,0.04,0
PS,1999.0,Adventure,Namco Bandai Games,0.04,0
PS,1997.0,Shooter,Konami Digital Entertainment,0.04,0
DS,2012.0,Action,Namco Bandai Games,0.04,0
PS2,2002.0,Sports,Enix Corporation,0.04,0
DS,2010.0,Puzzle,Foreign Media Games,0.04,0
PC,2009.0,Action,THQ,0.04,0
PC,2004.0,Action,Electronic Arts,0.04,0
PS,1999.0,Strategy,Midas Interactive Entertainment,0.04,0
PS,1996.0,Shooter,Time Warner Interactive,0.04,0
DS,2010.0,Misc,Storm City Games,0.04,0
PS,1996.0,Sports,Psygnosis,0.04,0
PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.04,0
PC,2009.0,Adventure,Deep Silver,0.04,0
PS,1997.0,Simulation,Electronic Arts,0.04,0
GBA,2004.0,Action,Namco Bandai Games,0.04,0
Other_platform,1996.0,Fighting,SNK,0.04,0
WiiU,2012.0,Misc,Ubisoft,0.04,0
PC,2015.0,Strategy,Take-Two Interactive,0.04,0
GBA,2002.0,Action,THQ,0.04,0
3DS,2015.0,Action,Nippon Ichi Software,0.04,0
PS,1999.0,Misc,Konami Digital Entertainment,0.04,0
PSP,2012.0,Action,Namco Bandai Games,0.04,0
GBA,2005.0,Action,Flashpoint Games,0.04,0
PSP,2012.0,Action,Namco Bandai Games,0.04,0
XOne,2015.0,Sports,Tru Blu Entertainment,0.04,0
PS2,2004.0,Adventure,Indie Games,0.04,0
PSP,2006.0,Misc,Zenrin,0.04,0
GBA,2002.0,Shooter,Activision,0.04,0
PSP,2009.0,Strategy,Tecmo Koei,0.04,0
PS3,2014.0,Adventure,Nippon Ichi Software,0.04,0
GC,2006.0,Sports,Konami Digital Entertainment,0.04,0
PC,2015.0,Simulation,Unknown,0.04,0
3DS,2015.0,Adventure,5pb,0.04,0
PSP,2011.0,Adventure,Namco Bandai Games,0.04,0
DS,2007.0,Simulation,Eidos Interactive,0.04,0
GC,2002.0,Sports,Konami Digital Entertainment,0.04,0
DS,2006.0,Shooter,Activision,0.04,0
PSV,2015.0,Misc,Namco Bandai Games,0.04,0
PS2,2002.0,Sports,Konami Digital Entertainment,0.04,0
PS2,2006.0,Adventure,Asmik Ace Entertainment,0.04,0
X360,2009.0,Racing,Valcon Games,0.04,0
PS3,2008.0,Adventure,Sony Computer Entertainment,0.04,0
DS,2007.0,Sports,Ubisoft,0.04,0
DS,2008.0,Shooter,Destineer,0.04,0
DS,2005.0,Misc,Majesco Entertainment,0.04,0
X360,2013.0,Action,Capcom,0.04,0
PC,2011.0,Role-Playing,Iceberg Interactive,0.04,0
PC,2003.0,Strategy,Gathering of Developers,0.04,0
DS,2006.0,Role-Playing,Nintendo,0.04,0
GBA,2005.0,Racing,Zoo Digital Publishing,0.04,0
PSP,2009.0,Racing,Agetec,0.04,0
XOne,2016.0,Shooter,Capcom,0.04,0
DS,2008.0,Adventure,Ignition Entertainment,0.04,0
PSV,2014.0,Role-Playing,Tecmo Koei,0.04,0
XOne,2014.0,Action,Tecmo Koei,0.04,0
3DS,2015.0,Action,Little Orbit,0.04,0
PS3,2014.0,Role-Playing,GungHo,0.04,0
PS2,2007.0,Sports,Electronic Arts,0.04,0
DS,2008.0,Simulation,Konami Digital Entertainment,0.04,0
Other_platform,2008.0,Adventure,NEC Interchannel,0.04,0
PS2,2004.0,Action,Konami Digital Entertainment,0.04,0
GBA,2002.0,Shooter,Ubisoft,0.04,0
PSP,2010.0,Adventure,Kadokawa Shoten,0.04,0
DS,2010.0,Misc,D3Publisher,0.04,0
DS,2007.0,Puzzle,Rising Star Games,0.04,0
GBA,2002.0,Action,Activision,0.04,0
X360,2010.0,Role-Playing,Capcom,0.04,0
PSV,2014.0,Racing,Tecmo Koei,0.04,0
DS,2009.0,Shooter,Graffiti,0.04,0
GBA,2003.0,Platform,Game Factory,0.04,0
PSV,2015.0,Sports,Ubisoft,0.04,0
SAT,1994.0,Fighting,Sunsoft,0.04,0
PS2,2006.0,Strategy,Idea Factory,0.04,0
PS2,2005.0,Role-Playing,505 Games,0.04,0
PSP,2012.0,Action,Idea Factory,0.04,0
PS,1999.0,Puzzle,Namco Bandai Games,0.04,0
PSP,2013.0,Adventure,Idea Factory,0.04,0
PSV,2014.0,Role-Playing,Namco Bandai Games,0.04,0
DS,2007.0,Adventure,D3Publisher,0.04,0
GBA,2005.0,Action,Namco Bandai Games,0.04,0
PC,2011.0,Platform,Focus Home Interactive,0.04,0
3DS,2016.0,Misc,FuRyu,0.04,0
PS2,2008.0,Misc,D3Publisher,0.04,0
PC,2011.0,Strategy,Unknown,0.04,0
GC,2004.0,Platform,Take-Two Interactive,0.04,0
PS3,2015.0,Action,Electronic Arts,0.04,0
X360,2009.0,Adventure,5pb,0.04,0
PS3,2009.0,Strategy,Aqua Plus,0.04,0
PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0
PS2,2006.0,Fighting,Ignition Entertainment,0.04,0
PC,2013.0,Adventure,Daedalic Entertainment,0.04,0
PSP,2009.0,Adventure,Tecmo Koei,0.04,0
PS,1998.0,Role-Playing,Nippon Ichi Software,0.04,0
PS3,2015.0,Sports,Electronic Arts,0.04,0
XOne,2016.0,Shooter,Activision,0.04,0
PS2,2009.0,Misc,Magix,0.04,0
PSP,2008.0,Puzzle,Ivolgamus,0.04,0
PS2,2006.0,Racing,Sony Computer Entertainment,0.04,0
PS2,2005.0,Shooter,Capcom,0.04,0
DS,2008.0,Misc,GungHo,0.04,0
XB,2002.0,Racing,Namco Bandai Games,0.04,0
PC,2003.0,Strategy,Microsoft Game Studios,0.04,0
Other_platform,2000.0,Fighting,Sega,0.04,0
XB,2005.0,Action,Konami Digital Entertainment,0.04,0
Wii,2009.0,Puzzle,Playlogic Game Factory,0.04,0
3DS,2016.0,Adventure,Happinet,0.04,0
PS3,2011.0,Action,Konami Digital Entertainment,0.04,0
PSP,2007.0,Puzzle,Crave Entertainment,0.04,0
XB,2005.0,Action,Capcom,0.04,0
PS3,2007.0,Role-Playing,Ubisoft,0.04,0
GBA,2002.0,Shooter,Universal Interactive,0.04,0
PC,2008.0,Puzzle,2D Boy,0.04,0
DS,2007.0,Misc,Sega,0.04,0
PSP,2011.0,Adventure,Idea Factory,0.04,0
DS,2010.0,Strategy,Tecmo Koei,0.04,0
PSP,2010.0,Adventure,Sony Computer Entertainment,0.04,0
DS,2011.0,Puzzle,O-Games,0.04,0
PS2,2009.0,Adventure,Idea Factory,0.04,0
PC,2007.0,Strategy,Vivendi Games,0.04,0
XB,2003.0,Sports,Jaleco,0.04,0
PS2,2006.0,Sports,Sega,0.04,0
PC,2008.0,Shooter,Deep Silver,0.04,0
Wii,2009.0,Sports,Konami Digital Entertainment,0.04,0
PS2,2004.0,Shooter,Namco Bandai Games,0.04,0
PSV,2015.0,Role-Playing,Namco Bandai Games,0.04,0
PS2,2006.0,Adventure,Konami Digital Entertainment,0.04,0
PS2,2005.0,Misc,Ubisoft,0.04,0
PSP,2012.0,Action,Capcom,0.04,0
PC,2009.0,Strategy,Ubisoft,0.04,0
PS,1996.0,Misc,Ocean,0.04,0
DS,2010.0,Simulation,Unknown,0.04,0
GBA,2003.0,Sports,Ignition Entertainment,0.04,0
XB,2003.0,Shooter,Avalon Interactive,0.04,0
DS,2006.0,Sports,System 3 Arcade Software,0.04,0
Other_platform,1994.0,Sports,Sega,0.04,0
XB,2004.0,Adventure,MC2 Entertainment,0.04,0
PC,1998.0,Strategy,Vivendi Games,0.04,0
PS2,2007.0,Strategy,Banpresto,0.04,0
DS,2004.0,Misc,Tecmo Koei,0.04,0
PC,2007.0,Action,Eidos Interactive,0.04,0
X360,2010.0,Shooter,Cave,0.04,0
3DS,2013.0,Misc,D3Publisher,0.04,0
DS,2008.0,Misc,Game Factory,0.04,0
GBA,2001.0,Action,BAM! Entertainment,0.04,0
3DS,2015.0,Action,Namco Bandai Games,0.04,0
PSP,2009.0,Role-Playing,Tecmo Koei,0.04,0
Wii,2006.4055613528942,Fighting,Unknown,0.04,0
PS3,2010.0,Sports,Tradewest,0.04,0
PS,1999.0,Role-Playing,Tecmo Koei,0.04,0
PC,2007.0,Role-Playing,JoWood Productions,0.04,0
DS,2009.0,Misc,Majesco Entertainment,0.04,0
PC,2010.0,Role-Playing,Sega,0.04,0
WiiU,2014.0,Action,Namco Bandai Games,0.04,0
3DS,2015.0,Strategy,Tecmo Koei,0.04,0
PC,2006.0,Simulation,Ubisoft,0.04,0
PSP,2006.4055613528942,Role-Playing,Rising Star Games,0.04,0
PC,2006.4055613528942,Strategy,Unknown,0.04,0
PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.04,0
Wii,2009.0,Misc,Ubisoft,0.04,0
DS,2009.0,Action,Square Enix,0.04,0
DS,2010.0,Simulation,Ubisoft,0.04,0
DS,2008.0,Action,Oxygen Interactive,0.04,0
DS,2010.0,Role-Playing,ChunSoft,0.04,0
PC,2010.0,Strategy,Kalypso Media,0.04,0
PSP,2010.0,Adventure,Yeti,0.04,0
DS,2011.0,Puzzle,Avanquest,0.04,0
GBA,2006.0,Platform,Midway Games,0.04,0
GBA,2003.0,Misc,THQ,0.04,0
DS,2008.0,Puzzle,DTP Entertainment,0.04,0
DS,2009.0,Misc,Deep Silver,0.04,0
DS,2008.0,Role-Playing,Global A Entertainment,0.04,0
PC,1998.0,Role-Playing,Interplay,0.04,0
